"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cambodia","KHM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","566629563.140473","609461326.408093","592745994.734301","620087360.332425","654296548.688293","659361346.031385","690209977.731236","754710339.950898","828858655.008908","924963161.548895","1063975088.73675","1261776218.62423","1186883826.53622","1218159968.09786","1339156335.98943","1676728939.10586","2521162306.02054","1975691430.17187","2653589381.93375","3488194844.77209","3614350379.67077","3364321403.62643","3523570623.77271","3672712893.92597","3930031187.11338","4139534562.24308","4869003601.29625","5729902097.26639","6818510062.67531","7901541944.76239","9302257797.91199","10936851932.9543","12047116842.8147","13185117342.8546","14636066587.0202","16547767190.115","18602486323.3833","20539871819.9107","22272199502.1818","24513116372.8426","27176412687.0192","31194439801.5765","34630282983.4981","34220711746.3097","35980716051.5175","38995460841.2199","41674159335.0282","44428246000.817",
"Kiribati","KIR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","41397661.122367","41763976.6471929","37738710.4639932","36596153.0774059","40250675.4911575","37709540.866224","30755906.6722229","27430444.2476559","26947179.7988019","33345119.8686396","43020156.9805432","43024831.2287506","45521533.0991338","63683454.5193083","79211047.7370664","85242819.034353","94401768.3968288","104477185.085839","99204779.9791135","120803085.650549","132075590.322651","116753833.08513","121317340.523815","121289462.372791","112349884.109822","112911036.535906","137475831.658601","158481237.149782","167202798.484181","182631215.035011","193412922.681675","196737697.249762","220872597.8258","233209425.497489","294813283.108729","346586647.711989","376212853.650566","408162759.813804","354819097.433211","376529535.261746","400192475.337605","447056149.748273","387011336.072135","404638552.207522","433646402.964429","489068221.828689","487161835.977694",
"St. Kitts and Nevis","KNA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","59626252.6390935","72068241.3016933","79331234.9492467","83092406.6309841","85326059.4260552","94472180.3536259","105142479.335385","127349992.026739","151237160.584114","178418616.415201","188047352.057286","210170193.0242","212384715.150702","232338491.73256","254709427.017608","279212500.007632","307395924.50686","326520528.887148","346344437.609241","338530894.953906","361294682.685499","402166328.59056","421097684.436026","423101595.443616","424148116.362113","481297001.934194","545508269.793226","588942467.615049","623449443.165152","748349555.014705","743160356.457126","747908741.698518","785690922.12548","799819197.618282","869057673.807732","887861679.039583","878911991.606733","924579584.630431","960600277.837186","1030739517.35985","1111548830.80444","906481578.867368","891790056.96514","981367412.082331","1029395701.57988","1044959755.3167",
"Korea, Rep.","KOR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","3143286352.17889","3273267443.97585","3776186425.07268","3865320039.9329","4041038634.29146","4558595994.35337","5846470061.34401","7500315340.83359","8966518968.90297","10354859331.4053","11544798059.3823","14573178321.1187","19026391049.9142","23174882671.2495","28867911157.361","35232836140.1764","47430925900.2013","63233601651.2855","71403632301.4753","78749239985.5392","80701526078.0877","86673824727.4138","94652708861.9371","101024252284.968","117580212896.84","147007769339.031","190182735123.768","228462364314.149","276676375832.792","327839890418.718","363597291119.937","398226456591.184","450554708490.482","532851676586.399","606267079661.118","622534864867.019","478269283295.771","486021595714.709","518607619079.427","566261869670.14","612248092252.841","660339809064.74","778810176304.693","892239559329.757","1007514729237.38","1141017119683.78","1170238862341.03","1086542621215.45","1104279598667.81","1177736525737.19","1287736458572.35","1360190622717.14","1428957268958.85","1465140433530.29","1502019360877","1555716400575.95","1688927029003.05","1750991514984.69","1712697394005.83","1821292793344.68","1868326792926.96","1835475723745.7","",
"Kuwait","KWT","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","3113014685.31077","3917712406.08024","6156664996.39529","10082853840.7906","15768314602.1023","15726527609.9704","18708866830.3134","25004647898.2433","26998689376.4544","30833777280.1676","28657631532.2148","27698628508.2139","27468515927.8314","25570643354.1639","31110713673.77","30172105352.5205","29532977419.5234","36804236973.6646","27727795506.4839","16818495687.9682","26478966153.8135","31078666358.2172","30869371869.5254","32947988263.6089","33952165087.8762","36737960015.921","36030079361.1931","32920270948.7842","36767775890.5327","39257683185.7479","40456186771.0418","48844896766.4263","62735325154.8884","79946482624.2646","100397733723.078","119139577166.554","137349023661.587","126934721462.136","126136496413.003","138936925873.142","169620129167.725","187784672969.609","188259260639.75","160418583519.455","139813136861.463","127353919825.32","139823086636.294","158491308596.596","145886521699.446","156960587720.434","179550308626.717","203986987162.077","200213833966.367",
"Latin America & Caribbean (excluding high income)","LAC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","71616687455.4347","74233938855.9054","84112966642.4114","94056252287.1484","102590993734.264","108830893635.986","119912377360.875","131316112819.66","142521770036.216","160253844991.507","180900824668.242","225225634759.113","295620594017.041","357606488010.551","389218100522.315","408083646294.174","460823011158.466","553587655122.662","656072595297.158","715430755540.354","696533964392.84","624295887127.432","620283333817.258","609601225712.529","645468241522.468","707186026389.468","775411087155.376","822420665291.533","855900933114.753","948678190978.876","1070541321084.59","1206245334883.64","1394266331915.09","1531317434159.95","1731841412012.97","1903293868927.96","1935817671139.87","1856682084701.07","1902330367585.78","1860560805754.02","1776791004332.57","1805720819597.09","1963736482093.06","2213889731948.41","2571566045451.31","3025746027222.96","3514325084678.28","3615936603805.4","4055080177376.85","4549437871341.4","5076636712471.29","5373547612882.45","5331708770011.33","4915407912952.14","4537860913435.04","4507767275471.67","4716212190953.04","4802962480422.71","4227053421526.14","4509274485472.7","4877849772704.85","5356047581092.33","5710009249219.27",
"Lao PDR","LAO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","2099123532.08783","1691529035.45822","1015688180.66187","869437234.798296","827476094.909781","939634977.290794","1105174205.5228","1272959250.59183","1470030920.56896","1711952876.90493","1894716672.4876","1884791716.0714","1580437764.20479","1508300691.08438","1496698154.19655","1662596036.88065","1766065735.9805","1880785627.25111","2196274838.42537","2624977448.43699","3006325748.06722","3662104929.20062","4555059891.70109","5498229352.59923","6246249910.5194","7266648014.62005","8826566009.21005","10544288515.2861","12121969753.595","13339842542.9469","14563895801.7476","15708810505.3244","17553673169.1316","18208815280.6296","18110172891.7362","18650869134.6331","17366641629.5246","16195396090.5167","15540345056.0937",
"Lebanon","LBN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3663390832.9803","4954375759.42145","5908533118.96768","7190680460.13289","8881629985.58147","11167288732.9001","13444653021.8287","14618370926.6312","15684003865.3613","16814280520.1165","17687455884.3118","17799003085.7376","17585602941.8864","16616376558.011","21609710171.5215","22956541444.3664","23125806411.7872","25791064725.7458","28882918455.0386","33063839554.4861","36997439707.1056","39350341123.8915","41866173922.8248","45235060591.058","47208007733.2067","47635097529.7782","48501677331.6132","50877786449.7832","52067138709.5957","50003837286.8018","36233963035.9356","27271479556.1188","23928868523.413","21563947204.5052","",
"Liberia","LBR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","192601744.496591","196058289.115617","227668910.430171","246367467.915322","267781611.703995","285985751.980825","304827712.185896","332137573.407575","372746994.229048","395491666.548781","428055644.608516","460678342.802976","556798752.068953","624463133.216191","706821612.436654","772412999.049153","856667553.147792","984469597.112385","1022359204.08843","1025080291.57077","947721215.989227","954345013.992129","881139414.766235","923078936.262605","902447304.93653","914961269.89561","1008248896.9284","1070110191.47029","552577210.886064","481251102.990154","319223288.291467","220334935.377196","177954041.273377","182010131.843037","213885007.194372","395295118.187984","483880072.105573","466051291.37226","564506401.903581","629187614.390408","759686164.183812","552277352.931989","663196733.472953","801286930.049723","952601241.593709","1131589979.4382","1400555765.72445","1611059019.37196","1780644664.32147","2100467523.64771","2350143710.05248","2746234075.81309","2840183931.89817","2896065016.55462","2918535409.45408","3021886622.08188","3054740443.96743","3030841624.71962","2957176559.32481","3295501371.28284","3646932009.54063","3971757792.06447","4268932839.56061",
"Libya","LBY","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","571833217.128259","797912209.83998","1036166735.51495","1479734599.49701","1864022560.30987","2281835300.29717","3149514507.46615","3881187489.58476","4176914649.01739","4333591869.46324","5737191961.92236","7309682152.15664","12534686725.6387","15891388952.2934","20436463068.3607","20686812579.4781","22392676413.6899","28452261038.6583","35462939005.0882","34318736245.8139","35293276076.8919","32152733453.7647","28873352216.6674","31657845362.3789","27081949758.1248","25744311717.2126","27853017863.8225","29115269788.7239","28699077417.7574","33013469275.0413","33960356758.2076","32207603729.0666","31855450417.7862","29685590380.0662","29424196891.0046","29435440959.3626","28287834373.4797","26059024506.6887","31461429745.3439","33128016215.9861","28599005840.9181","29023064162.0582","29534923468.9022","39606370219.0744","51065823936.6109","64096910964.2255","74975227253.6998","70915910744.431","75024487969.3614","38569182475.6413","82273689222.6936","75380339994.7578","58659143518.2273","54685569670.0762","50882228980.806","65749285234.7355","75365455597.0758","70190601999.3313","49375373281.1934","49478500427.8989","43026916267.9135","43426300717.1375","46571961809.1519",
"St. Lucia","LCA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","185426427.498409","185386685.528419","206563317.242748","244452626.022826","321204726.896769","370358348.540254","444136310.783265","484391831.793013","515340004.866253","539635854.828742","624187080.616198","633121938.788588","653776524.809755","683681705.079619","721524754.355501","718799150.65518","753773543.310643","798703281.585128","871647418.077654","843830503.959996","854000273.314482","920494176.436414","1034426842.44389","1082873200.36006","1200960000.84475","1257644023.78491","1376121812.03616","1380853773.70388","1408087631.24645","1526536807.83439","1552676432.2632","1510222088.69234","1574744820.76531","1577921343.17811","1705217012.06565","1809461993.99497","1958014133.52651","1971989189.90381","1525779290.93788","1759372823.34208","2099184232.2281","2230845742.20807","2301595570.75092",
"Latin America & Caribbean","LCN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","91278228475.2547","95688286920.0314","106426536964.007","116687773328.881","126327137258.299","133492077588.968","146386573809.854","159755959732.388","174231373551.199","195707926856.753","220339124484.169","272940799433.11","354965887873.688","420993004530.84","456943963938.804","480923938440.87","544774806077.541","655422073643.594","778675956146.981","857196576149.637","829689332723.327","745985166439.382","740069066273.342","730566218618.594","773865629589.325","840499962700.378","917826261455.897","955521835284.596","996003723366.648","1098754128625.96","1241029267141.37","1388656832712.26","1586729756370.69","1748960112868.47","1968317652937.53","2164747348144.75","2201591519232.38","2130223618138.59","2197265283877.31","2167725536581.51","2066383112640.56","2091150818622.83","2293013293860.48","2595433645016.47","3018224294887.17","3556314250576.84","4139031072726.16","4277682178123.07","4792159538313.73","5335536774747.07","5955531909912.9","6274806219568.46","6273267619648.59","5734549905429.88","5327306292892.16","5306611503102.03","5569141363313.01","5684008467499.16","5016474394101.71","5377322237658.14","5812682097805.37","6359347010063.92","6750463233444.87",
"Least developed countries: UN classification","LDC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","62049481864.5992","77811868953.6639","92897312350.6833","96201423269.7342","97767468260.6076","106648685917.592","125608700354.395","146518398980.08","154101498834.657","149518257511.383","141079971366.942","139286338796.702","143953450846.291","142511738256.643","153456481949.737","164607165275.215","172713671776.957","179179181812.405","192127057663.152","171746610454.239","171404344587.679","164699217772.982","173064149078.484","176022676502.186","185503340460.968","187085798852.324","192196893524.894","203729973132.681","212003124670.24","224692850995.731","248451185454.763","293234275878.163","343452005485.064","391849152545.442","458685231071.776","544475271433.704","609039167858.649","668349806177.398","725894493835.964","802041002505.731","881427248603.135","940815689306.373","945147608563.041","942105542632.876","982211296697.111","1087621567062.99","1175539260835.95","1182157760889.23","1275865316453.41","1404643705986.23","1470862750676.71","1530947575104.17",
"Low income","LIC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","80560802251.4868","80415694363.8094","83331766277.0861","88201165353.6022","98685534084.6939","99079102550.1193","103093677665.554","115213170717.818","98912129290.8156","96725911289.1438","93057468618.0366","91834196719.6351","84754430091.8739","86175379440.708","86226160930.5626","87196457929.0436","92463443775.4354","98648082525.7582","108070366036.863","121774305737.842","144316378168.701","169443875822.684","196454428428.853","231672568032.541","273021053267.816","302740336970.564","327356977967.705","343451733242.846","341050811623.649","344520095122.82","355441535858.519","348777110765.461","333795840982.71","323099493379.486","330483474257.359","349710095910.314","342295299359.728","360146648425.784","392225058013.238","409345746526.733","431376931538.199",
"Liechtenstein","LIE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","113442257.764736","146559936.764411","188717187.455782","237948326.273651","267831599.725942","302371660.919396","368574118.437141","471226728.057205","585115836.500498","593269620.188163","539197646.387844","502882816.888529","514063116.233153","538302548.550257","630018061.962351","867553533.641916","1167230904.47712","1241076835.93684","1309195310.52754","1387437677.57372","1606128927.6923","1699788733.18337","1886171136.7924","2163387692.29545","2463606827.72459","2551053647.97071","2508702291.08671","2577197336.90842","2617079829.95541","2289508794.15781","2204238177.8873","2339157472.71245","2710704330.50447","3218859109.62858","3639206058.23771","3951038399.4472","4323639850.08958","4159687755.03706","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","1405747999.35467","1385023819.53862","1458976865.86705","1682425482.5401","1928908398.50637","1956250906.49312","2088010885.35617","2073586210.78649","2165171110.93478","2386208658.06254","2801453830.13335","3346092536.77441","3777939629.65119","3583417135.86802","3678221004.46165","3477995094.37599","3904460040.99965","4155404138.24258","4626877150.16608","4865787583.31855","4901723892.90614","5306070064.62871","5949650760.41035","6646343071.84882","7124079129.14521","7681839942.85676","7590241685.33938","8052391844.72761","8659341453.59702","9730379998.153","10684656982.2845","11535599045.1019","12639704709.9629","13658169914.4983","14732499171.7113","15136805010.1625","15631974448.2476","16406829324.6863","15694757178.752","16102332609.7984","18058203355.1346","20629101854.0131","23689658659.176","26808813346.1395","30782962486.8484","35804050506.2161","40383771861.4352","49278955710.8498","59419437952.4307","70730671948.6289","74652426827.773","79204892430.0874","82268307150.1374","85315254427.5586","90616814116.0505","94362583639.5747","92038846933.8123","85009368851.4084","88955119526.5602","80376668180.8098","77861585828.8255","84550766012.2108",
"Lower middle income","LMC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","125523759572.744","127230623618.116","132994383955.152","136303865109.184","149239222645.958","157429148214.318","167335038579.787","179218472366.864","209381568623.884","251360064641.575","294207601070.114","301298414914.205","316852285595.322","359121931805.069","412538335081.478","500655976991.17","554453940633.62","555167223269.777","543858118844.507","551502048577.356","576803631947.099","615077414494.584","693092488937.984","770232862397.318","779185376056.703","782661935400.341","766831035520.812","789765044064.845","792257036589.13","841652340972.192","925620146929.857","1029905858286.85","1088416231626.34","1114440828396.01","1172894519784.6","1218878231849.92","1260875137818.19","1290230998419.43","1423722709593.92","1664258190371.24","1917665902395.97","2150173269407.58","2492443651602.82","2842104631446.67","3171042745244.23","3500595523403.62","3885932938054.09","4357613796456.57","4697007403835.07","5007493162419.43","5142689198240.82","5298407013927.78","5516482745527.13","6010945085456.86","6342735364831.54","6083582643480.03","6761770533515","7450583814166.44","7803964890289.48","7878142128840.57",
"Low & middle income","LMY","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","272321035527.851","295309628565.247","331205944214.469","369858129112.083","395671880213.954","407744224815.108","430216076342.176","478782839960.931","524638004102.65","567871731522.422","629172015000.263","769101421690.286","975423166631.407","1184294029210.51","1271720658167.41","1346434818504.86","1495324403676.22","1755175523653.39","2052246342037.09","2227766118666.29","2230207257956.09","2130706510934.99","2169549027937.44","2252444864556.39","2399625872324.54","2620660992746.39","2832662343434.3","2902020507513.27","3077646008096.14","3124829999314.24","3373660390928.09","3554811998182.01","3851005094310.85","4243991972681.43","4781878254039.62","5192180593157.2","5179311360794.48","5217922189901.09","5488033934436.39","5601509592220","5728267737406.39","6273838280557.12","7324148074183.15","8558557733470.89","9927478953728.58","11771992903236.4","13903659165989.5","15324271991994","17406179918929.8","19687964100486.9","22510491986933.9","24629437185080.1","25923013747076.2","25952978243350.1","26026965580217","26945680179353.2","29197279274046.8","30943056307772.3","30200182907083.5","33591562311114.7","36382119133312","38400807584235.2","38975078718960.9",
"Lesotho","LSO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","71436576.6881463","78531908.6601491","80571996.8010381","83305693.8104621","90173746.5703978","99188731.8868958","109525859.716323","163095053.695381","248955224.308499","263038207.365324","328594842.889016","380924297.483851","426187727.203093","522456136.853545","594166061.547727","704109343.173229","856438384.246176","778822911.470548","726863591.589862","618177644.680753","606238666.23369","668434062.36067","808322428.371466","867834615.246039","930137565.211314","1008424058.52351","1152871195.48719","1200688941.81092","1270532739.68567","1309737591.70796","1361568404.65813","1367626809.52935","1231398076.74735","1226633790.7584","1185612332.74309","1302351449.92179","1202834003.78727","1347496904.65044","1616525356.1061","2035528757.71597","2250918826.85235","2574468765.43764","2571923014.98937","2365422752.94875","2539763919.78201","2724839864.60231","3031281969.74118","2956463929.83973","2758292950.1047","2703479429.18092","2642570109.0076","2495104449.81015","2726915727.38291","2888832463.35181","2626879637.28155","2701606352.9899","2911703558.35256","2898014273.96304","2745901598.17651",
"Late-demographic dividend","LTE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","152221761344.962","167368893939.136","188983335816.822","210636005643.878","230749888330.578","233356077298.269","244313174034.13","276933400673.61","314815500751.283","344042169203.769","385693884024.179","476385236821.763","591235925588.74","702142492967.707","754824419467.75","820765121775.825","910073624798.47","1079074977175.36","1230597631690.79","1296486743344.08","1269748082810.69","1197076569411.43","1239123662754.65","1280532318907.67","1399039618612.88","1551948583455.29","1719314140619.46","1850395941740.83","1888972977161.19","1992531867508.59","2046999855599.63","2126418261868.64","2283084106591.75","2641449538783.87","3074065821296.71","3401622167555.07","3338189386363.78","3239746603013","3358348638246.53","3409415374481.46","3596996258774.51","4036008915282.71","4821569564918.03","5735952716944","6841630606601.1","8363055115480.59","10204992275673.1","11228902405514.6","12714229862258","14420301750237.4","16691714834154.2","18595412701702.4","19662744216593.6","19422090716685.5","19195380134670.8","19796007261715.8","21754424782007.3","23423140868231","23237363062745.4","25863215716735.7","27879985393125.9","29409219879028.8","29803556222955.7",
"Lithuania","LTU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9328952232.06896","10189205413.5555","10548574731.0869","11254960422.1692","12013115929.75","13175276119.0687","16064506894.5615","20337226278.4125","25181969338.0335","28813222540.3302","34223207033.7266","40520868671.1894","39465684191.0365","38500663533.6809","39973526658.1718","41952974605.4816","45331791670.2756","47043516327.1372","44299185096.6528","42836438339.6684","43378794340.9478","49468054544.4665","53986779369.0788","55633446089.4675","61892334367.6125","67668082199.8636","72580581190.3176","77823656932.114",
"Luxembourg","LUX","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","554321098.57153","579166243.089164","649516068.043555","675685157.959046","714925330.464229","735451606.575442","799440817.338521","917468607.417323","1034514614.53488","1148025867.4997","1404364207.1981","1823147807.49514","2432491552.20064","2831741072.76547","3053976527.8918","3261767493.13054","3835480411.75157","4670803758.96868","5605161117.45929","5625239094.48396","5426670180.86646","4903703651.69066","4753862943.9309","4787255867.31262","5717692408.93478","7407807671.87243","9661795129.06274","10763287435.9827","11961962606.4631","13610233644.1091","15291838383.3572","15918631267.0963","16654649615.8488","18699804436.0115","20112845306.4361","20703196009.8142","19684483944.3283","20027084787.7994","19935821166.3824","19870608689.1506","18969332145.0887","20798276323.3721","28714613951.9644","34038648618.6527","33732930867.1097","41149038218.2485","42022928158.6903","35168243426.7299","39360108330.6572","41055751310.8963","46699278908.9502","46271724050.4412","48264011290.7183","41884059898.9995","42910077151.75","45202229071.5583","48707127199.8962","49155594383.5615","50491582293.0383","55587138415.4819","54988587518.1406","59746703925.8374","61989895783.0733",
"Latvia","LVA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6427892010.16108","6735283096.56382","6952780702.35106","7664404924.46646","8223678976.57114","8894862509.66251","10371139789.6337","12696780460.2135","15933778350.538","19047400049.0118","23611990501.5829","27936706467.2772","28603353671.2835","25704443164.3681","25687152947.6745","27311318899.5763","28868370163.6943","29527279706.3509","28824952577.7542","28023282182.088","27896744427.1257","30851565530.1259","32553998984.7277","32969488389.0311","36384394157.5698","38755412083.8502","40174507179.6161","40849953158.9093",
"Macao SAR, China","MAC","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","1296925784.14459","1304183240.37676","1544259555.95706","2007576629.88146","2402009992.02391","2689134510.61613","3086140290.57313","3533372568.05508","4555921108.04945","5297278477.06489","6056696731.71861","6721381493.2432","6881453230.89763","6955453821.96558","6429233163.02092","6124930069.2623","6295989401.29215","6902189948.50317","7309664074.8314","8210767898.17841","10480132303.4797","11565773699.826","12933575627.5853","17227351797.4247","17406947038.025","19001096642.7108","24360404203.6773","30016052784.1967","34285727161.0923","40132881842.4986","42579220549.1715","37383962890.4152","39045162134.7574","43495866139.2418","48114907041.9164","48234494156.0399","30158828193.7886","31974038381.2993","30821851068.1724","44251379749.6497","",
"St. Martin (French part)","MAF","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","3454369559.70948","3739430280.6698","4016390434.15886","4396670209.36835","4906479492.77278","5998711178.94326","7739699555.28407","9567879675.20852","10539380374.3951","11249613318.2884","12407005651.5157","15323954075.7175","19655805956.6799","19829314754.394","19932298815.7902","17010435146.5471","16124312659.8946","15478985197.6484","17867033665.0474","20347483335.2796","25995380250.5258","27207619472.454","28940332186.3245","31557832709.2647","33025766865.769","32386607414.2112","36103866054.3162","35479251079.3661","41823898740.3954","40888602703.2335","42942978320.812","43785469636.6879","45238765198.4595","45923769235.5675","45666838821.5401","52122728427.0364","62319475004.6648","70721426963.9676","77567585545.9699","82935718786.3479","94934000510.5593","102164390464.096","104724508915.237","108664580345.108","109312276470.637","114743252043.44","115380409417.06","115776621140.241","111739871285.219","113774920540.881","123094731449.694","128811110535.955","121240535367.995","136320443458.872","139911213545.513","143921185426.809","145352920911.207",
"Monaco","MCO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2343612886.93338","2387359712.53538","1696790628.39236","1734784951.71079","1754317168.73345","1847411860.83501","1695661915.42565","1492937778.24992","1421447255.28381","1462434749.09049","1709523909.47685","2059597732.9437","2630406312.04277","3233490752.8427","3682543306.1598","4131589700.85179","5360835664.38934","5596703562.77003","6800055297.11618","7804616227.71808","8968494800.46568","10360127535.6851","10656890129.0057","9330369342.68465","8888973952.40413","9103276125.72284","10426312297.5525","11973406929.072","11501635280.3431","13675309063.8871","14011501449.292","15362665095.4745","16579707184.2078",
"Madagascar","MDG","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","707049620.678759","720347992.898825","770646824.587896","797619225.010237","880989588.942516","964308716.343853","1066751410.2701","1108568111.9127","1170460145.23573","1228954584.8201","1309843831.82803","1532536884.42073","1919042913.75523","2330746819.01188","2314957227.63252","2453101739.8403","2579045553.48583","3328430766.83349","4327745469.38149","4540741893.72758","4808575293.34647","4562940722.15764","4251042219.56524","3993996196.31556","4091973256.27381","3892632508.51985","3768866897.29466","3373609097.65722","3573000982.78991","3287467422.79495","3597444957.92768","3739193219.22433","3742033107.70348","3820371368.83355","4110464949.54146","4385999511.90912","4507953206.73882","4382849217.22374","4576635838.30709","4910546668.55275","4591178873.80764","5824726423.47807","6131802599.99751","6222219899.92869","6178297191.12659","7347130307.95253","9051646345.28939","9640306360.81021","9935553260.23154","10403440520.2642","11058407527.505","11853484553.2824","12263559556.0482","11858920629.2876","11659563209.7691","12024286199.9628","13119176017.9144","14003214519.2416","12936722127.6703","14071720938.4955","15133024385.6543","15827830199.2389","16429216421.282",
"Maldives","MDV","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","21197593.7397717","25760117.9026514","33705150.5198827","29899810.0753997","25236961.1667013","22371816.9885722","23971323.7655637","29709004.0861164","39902684.1555986","46060718.1331493","41897399.0226557","46717130.5451801","68752179.453824","97125424.7455229","123104700.40551","136804807.372855","172226295.591802","178032469.094453","206746316.403892","207693542.48467","237087673.109388","267452918.010335","312684782.584924","393872708.319112","430491362.387745","465614973.812711","498818811.021316","540744320.923205","579046006.583939","642119785.651359","771889610.127222","1027752019.38913","1173883180.5474","1121201595.28637","1477977131.51874","1484240869.73019","1850256902.67121","1910694648.18354","2163942983.40627","2509646571.02502","2633263402.27264","2820587881.82288","3191555236.40263","3514316832.94787","3867763227.53611","4305938802.24368","4834005701.05622","5231074646.80293","3539178461.09367","4824357543.12606","5541166428.82538","5835207267.99766","6148427971.11761",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","40604471287.0448","43872534692.4849","47178363287.9015","54608715641.4122","61732845352.0094","69619661542.463","77834645513.1433","94233312526.5297","114199238697.413","166867098723.014","229469831084.111","313021570392.549","342716080413.938","382058450629.316","479934688357.462","579882415168.774","653341593803.911","671377491812.793","647790884912.07","643244189302.318","665093398624.945","692092156321.94","723267445647.182","734164556078.966","725185342096.012","812654563943.681","709946150072.949","755805881230.694","722915628058.235","727869718206.084","760936697889.694","829719678708.713","889023418584.551","899506868968.077","913817887347.751","1005220639797.79","1067679438255.7","1086350475337.56","1178594805080.56","1382240760397.73","1607113214912.41","1867614755520.1","2179624706156.08","2570755435151.85","2712018068892.21","2947317855532.98","3211227565329.98","3686917913158.37","3965363299748.81","4043183128026.94","3842869549568.46","3752878933733.57","3682141613054.81","3908520961832.5","4041763755598.53","3786268224725.12","4108599907959.83","4664044696452.22","4955395466555.26","5020271959420.22",
