"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Caribbean small states","CSS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","1237847827.40014","1349139695.84841","1485064865.03612","1633343857.63863","1665480253.62718","1793071020.27077","1897202916.44228","2026845169.6455","2154563823.45979","2314622621.60414","2579024981.31807","3052316071.55176","3680504711.86293","4910658819.67263","5149783677.78412","5697092574.51026","6681916956.34406","8070087609.92072","9990605776.09492","11439673775.9116","12396430002.3274","11841896682.0702","12323689340.7878","12769439985.6432","12575736001.8093","12536277488.768","13149999448.7111","12983721163.7985","12850941078.9499","13027500997.0777","14099618529.7305","13958637106.1189","14219072685.2615","15583866003.9331","17006130676.6477","17402085929.1196","18818788949.9291","21477883813.7278","23436165502.4152","24501540571.2423","26036569762.4693","28865766117.0452","32762694747.7742","36377169122.1476","40827112188.8657","45388628609.2329","51217832524.3304","49748670765.6214","50846889495.7917","49774405490.9646","55611862090.3686","59021161714.5247","60519024886.2642","60635009171.9669","56577448614.7247","56136492901.9864","57693147315.5162","59936508307.9918","53070488047.6693","57601684583.092","65176742606.3687","76905450235.0048","81113136906.2415",
"Cuba","CUB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","7654613509.50437","9546591324.08707","11569961942.3426","14193195504.1233","14800868279.0246","15455678192.0077","17363293577.9444","19512179192.1782","21119502930.0852","24056038961.9338","23252510413.0649","21755667088.8469","23126114247.6963","23320453050.7022","24321942440.0602","25567557506.8592","28873905332.596","28867591551.2678","28120656969.8603","24971028458.0221","22815345023.6765","20218963992.148","23143262788.1167","27768438077.38","29621046660.3193","27489954764.9236","24684789961.1285","26570698403.0152","29128448508.533","30765261124.1072","31589119970.8747","34760454081.6375","39238796238.7336","44603695963.325","49685068476.882","53445412542.9635","56799690054.5324","57381800563.9541","58353165044.7588","63216019000.2063","68805659758.4949","74969137046.1458","77327154450.5039","81915860090.0296","84811198965.6084","90098345662.7451","97808502472.0855","100933901481.694","","","","","",
"Curacao","CUW","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2465516018.31488","2532407551.37953","2649082159.16964","2774666942.86984","2804672595.63987","2905081392.34978","2929349600.68023","2940090792.69422","2925271753.47381","2958863918.04051","2966429648.53836","2915027208.70735","2919558374.0475","2999349345.08075","3013287564.53825","2517376719.18035","2762856103.25837","3159961537.724","3269836293.9866","",
"Cayman Islands","CYM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3979166054.91814","4111797677.74395","2922694005.12564","2638728989.41302","2611956897.28825","2738890213.26494","3018186303.2263","3348707299.13231","3816554267.90797","4344154096.34888","3864114497.21919","4742557023.98688","4422801748.73949","","",
"Cyprus","CYP","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","756893719.602189","901259192.378658","1207815988.10574","1726587488.99525","2095479444.51196","2351989497.5169","2227811396.49867","2331985443.93353","2423801413.93625","2751976995.71117","3487418285.09732","4426251533.72004","4866794714.02969","5395387662.48687","5629592307.81354","6736357637.36047","6867711196.28051","7468660382.84003","8339065256.53618","9178252042.00219","9579821167.35669","10520515213.1461","9848661658.78481","9843305304.46781","9941641148.99171","10293748353.2134","12003062854.8272","14750712982.672","17715658720.8565","19226591227.0028","20976245373.6204","25152027279.4948","26520284817.8646","26680924414.0916","27810156784.297","25711742194.3614","24010518013.3079","22671966906.5441","22116023095.9136","21151400876.8033","21504995747.1456","23986825373.5043","25438723748.6497","24331754573.9337","27254064654.3498","30135815060.5181","30559171607.2318","30996274292.8868",
"Czechia","CZE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34910331449.1273","36459379212.0182","43354869791.45","53434409086.9311","62022693020.9899","63839153025.9587","63201608254.4915","63213031225.3935","65378926089.2901","65159437849.6711","68089331691.3043","82847147931.8784","104837347653.067","127480110608.469","143289953812.834","163062265816.055","191894545083.261","196195845792.087","203405261786.247","205746408608.427","206575935729.696","206073965924.449","200811873065.648","193417094468.938","186577264392.86","194412202801.059","220041306610.102","239510684939.36","237344357279.85","267886790339.937","290360740994.031","316515376652.701","317109586694.595",
"Germany","DEU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","101263657194.921","109979116332.297","121482407065.429","133028520422.433","142520707323.496","146464757662.942","160471288360.786","178937680767.182","203317839904.234","233730858972.935","284075777601.274","369918361908.364","458941696074.638","530396792384.95","560325838307.394","600965673437.678","694514872495.943","866043146613.619","1021316251155.59","986056136358.772","873708731969.383","785153743265.883","771061186177.168","766296386212.417","876035627271.635","1111381392974.46","1459064035794.37","1560185367112.62","1696757948672.73","1836327726271.07","2086997257109.95","2116478725410.45","2250286360535.42","2421361281287.82","2541238804403.47","2483153580850.86","2303236183167.33","2218718256190.62","2168659351290.64","2058083465373.03","1973198636864.22","2184946414463.72","2647371911078.86","2994523931959.79","3203432952675.77","3383630750429.32","3643187532243.33","3642754076803.56","3724526484113.11","3870591619061.66","3819547311921.03","3884276240344.92","3936544693401.57","3805427627280.62","3735291459322.52","3695098839989.88","4040211833781.72","4180494792027.2","4034474062512.36","4388587659090.5","4585886353580.13","4610833912802.41","4589971753975.53",
"Djibouti","DJI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2325633424.07246","2455811775.91439","2581255192.76122","2789283255.34787","3031710587.38235","3067974870.96122","3353894914.62079","3758151635.9249","4052533428.72059","4136580968.57524",
"Dominica","DMA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","53585699.052512","72637477.5893573","87254348.0415396","90611635.1752912","90883266.2794362","98417532.1660904","108608710.801272","129716620.610062","155564680.878995","182438062.824198","184086103.735091","197899422.543859","208283229.911051","225925068.804306","241475909.714491","248009758.217613","264289169.945011","275768456.701228","283199926.72071","294595692.77822","293329173.582397","294217097.460106","324221793.020002","322929510.23921","364005372.100742","387066234.462864","389627208.358685","417567510.604393","432338468.596818","473997385.662757","487267345.302474","499232707.479826","518716908.41981","520648212.411189","518550506.359762","539585975.135488","528942315.679596","556540564.212894","552876062.002597","605572378.629484","634517895.352236","556451164.703043","581842891.988075","651112025.200484","664632214.338205","676427200.355831",
"Denmark","DNK","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","7583572557.88534","8040572368.26272","9283345649.83533","10357554916.9575","11391627320.4116","12766546807.8692","13966978531.9602","15382832397.4585","16337916996.39","18230220795.0094","21490785246.7366","28121521279.2021","34389836749.5194","40912988373.8573","45469724633.6111","49767982150.1427","57022728312.1289","69392763298.4732","77383776504.7489","72685433292.0571","65825786751.0693","59842544371.6896","58873445507.9357","60552222501.6877","71924301460.6615","90957620360.8685","113482680237.992","118346081723.003","125338283635.763","131653274763.639","148344576814.92","148121548432.884","157895806815.705","170240013641.928","182846322302.69","185439510223.513","177382798267.555","175863176437.902","173860922273.634","168423836146.885","165956288693.843","187572894370.619","231015443477.695","269591345811.298","291582897678.773","305125159534.965","333013764813.135","333038044758.346","340043140964.464","345647190007.208","344270893888.472","355998779120.23","359196441265.066","342995387157.982","331275583248.078","326307486681.511","353926130722.904","366423341896.891","365691647060.248","411785808477.499","432816038475.892","436164758689.228","441049942283.989",
"Dominican Republic","DOM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","778526095.746665","870722009.294398","985094866.987648","897126699.460806","1013967734.47468","1043388518.6703","1071023353.40278","1227498065.05785","1517054442.73376","1731890791.85983","2063451926.48499","2523289610.22684","3064477889.13651","3665373499.89914","4102588853.62075","4488922152.48997","4943014004.27455","5839259152.25331","6747482484.91469","7477689178.79486","7816184812.61874","8226236523.88841","9286272814.72361","7079127171.17709","6792763851.83505","6318716677.92598","6294992929.79824","6360550808.81529","6232622948.80314","7597408952.38815","10040091724.976","12250727248.7323","13440915563.7391","15304840072.1757","17265562257.867","19101217275.5805","20118530637.7159","21207905614.8037","22728645485.3376","23562193270.4241","25201209262.0187","23371312711.4051","22957471627.1321","27634920467.7013","33553867466.8072","41378734382.9416","45035715526.8014","47159362732.395","51627393345.023","54293355408.5459","57434136964.0047","60508267838.7247","64263603967.0779","67523054578.3141","71242007513.3647","73786642724.587","81950122878.589","86462135706.6416","77895171040.9349","90720215997.2848","102735717829.481","109893479756.972","117474309427.976",
"Algeria","DZA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","2182642268.22576","2777609805.58787","2918156886.02528","3079268958.92983","2957502179.71871","3345604629.97472","3857859683.34771","4366195612.97955","4799676985.10473","4690937556.21325","6664505164.7173","8365698867.88224","11506739458.7736","15141027320.5076","18096786576.813","19366617869.9696","23906068088.1858","30659334369.8209","38178434397.6199","43584477097.5208","46265793730.8787","46315260913.0315","49362386615.7532","53939863443.6655","59892521585.8885","66741072177.286","67132937410.5904","64005058344.5267","60956936668.2296","52339256933.9347","51382865917.4642","47747265135.8735","45725016807.5776","44716411763.952","44343256241.7223","44788278217.9191","46561983707.955","47002807983.9703","49486762889.1243","54032912760.4805","58313060519.0764","67350652036.204","79752775922.1456","96232338309.712","111404575518.364","129384599068.913","154329649243.285","162115599164.225","176334171747.272","186242396627.996","212027512695.71","229321353737.502","236326684863.735","215806846087.442","201027370828.171","185015661644.63","189280929890.865","194060473548.472","177026869490","184232109334.548","201455773423.337","228481173658.39","249052479062.178",
"East Asia & Pacific (excluding high income)","EAP","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","65889603391.6624","73334502819.2032","83083174791.7517","96283480750.7635","106899032089.665","103596654466.001","103238646950.272","118921514117.473","136621825566.108","144221233077.806","156042497912.834","192819267284.102","230868665351.388","273930823669.334","273120140888.352","294823969011.586","317807065658.639","356511277536.747","400317946932.362","430330636934.883","437266602001.444","438517494033.305","471316985257.663","511669674550.336","552495240087.001","587587919022.63","628756123836.414","642632936618.071","677968511987.817","737839334684.843","831492964267.66","915654410236.101","1041021188017.26","1213886907267.77","1430739419279.22","1568856445077.79","1489202679023.39","1547586952430.91","1667163126951.49","1814236638130.94","1983028166019.5","2275537259087.83","2699230342297.41","3135003282861.28","3654896830733.76","4417597848056.58","5427733377571.44","6360508538318.68","7493433245745.01","8726753772409.15","10287414069198.6","11662218227079.8","12795736664423.9","13423280313692.9","13961476129480.2","14783933980258.3","16329497651472.8","17690760023077.3","17952091917264.4","20214619465129.6","21839511517644.7","22779413939195.6","22759492297435.4",
"Early-demographic dividend","EAR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","160161782856.952","171706843301.245","190698664262.853","211564015087.648","222443088179.477","232891510072.198","247693661906.296","272219746278.078","296259180361.087","321563927100.899","354989993981.511","432605484579.37","569343616045.591","702537773670.264","785942425480.549","824553361388.442","915045589436.171","1091349191450.24","1321315695650.09","1511313317787.09","1513998362005.29","1449367982338.86","1439405216912.68","1465809976390.51","1529270155766.89","1635425297989.73","1737168717472.65","1717945568837.93","1835700299793.9","1961812900705.41","2189943180193.05","2317496837832.83","2467016293556.45","2571604519554.68","2737995953580.52","2874952784520.64","2850922160646.91","2934439575560.95","3148661644227.77","3254414842448.45","3237439052514.51","3491301617410.8","4025039784038.08","4678089619701.07","5326312555260.93","6107938592971.37","6936161558749.01","7281059529733.49","8062929932320.37","8938206590324.08","10007210240888.3","10548060365141.1","10799846626198.9","10572151696530.9","10591947232628.2","10923417023240","11660361942114.3","12041501328492.4","11258286414669.5","12520845722312.7","13927394538972.3","14956535314701","15532422786129.9",
"East Asia & Pacific","EAS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","160195923572.539","179167159644.982","204547303778.121","230529349897.506","259006757733.225","278383099307.03","309606673313.551","361465408888.477","403524546024.64","450596640808.8","539319124431.894","701298640537.259","868891840741.675","1030877131631.82","1085437360344.08","1190759122154.85","1427180164645.36","1759260744139.87","2027171844953.2","2142230178788.14","2097240261057.89","2068613913875.34","2168826308089.31","2358060246703.59","2746971065290.22","3398807197905.4","4413689639943.87","4826944894966.77","5098410148312.65","5364071628565.75","5813540313702.95","6390098132385.89","7084978932676.31","8074283658070.81","8587185194772.9","8420930110675.96","7448636558710.24","7442585052391.94","7943045239894.33","8193980354801.07","8167183184904.46","8621402648692.63","9772446531524.72","10784677663739.9","11481085692305.4","12361757373598.4","13571611469989.9","14444823104359.4","16364638646870.3","18290747342634","20613702083919.3","22135734742048.9","22833799943754.1","22740913386272.1","23086919428773.7","24044821340122.1","26244940623350.8","27813689543137.8","27852202759175.4","30823990852620.1","32542869635907.1","33189681732887.9","32781776628385.7",
"Europe & Central Asia (excluding high income)","ECA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","311064589323.741","326045332946.148","342497587060.122","344071100615.13","296297915471.129","305723195976.599","314925796344.34","341630701211.469","359948989452.411","363302520541.013","399930470229.073","357492186857.199","368576254017.956","424243904619.651","561203879154.372","718964597598.237","857579489157.463","1023118811288.82","1196667321484.4","1211190074275.39","1326557945873.82","1439423408808.97","1589896066091.96","1742000465283.01","1761675400164.34","1669009026223.6","1528816702161.3","1491789100967.18","1502531551706.54","1506739580616.57","1467991069444.22","1617259609147.49","1727382156497.63","1931171516089.77","2145421953826.8",
"Europe & Central Asia","ECS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","499967658900.145","545798321585.891","602757579310.483","661315426820.948","719454591161.527","772287978311.866","837991220117.869","913732954539.495","998392106485.277","1108650041708.64","1300356143043.23","1661246508900.4","2043266731405.26","2369538842839.17","2520685426073.97","2709526480498.18","3085178078940.87","3840179854517.22","4633150783264.06","4685365394134.75","4315121359938.61","3884428428503.47","3769043822000.79","3778078423366.51","4344592244808.62","5521317162758.69","7120520700073.47","7648754222031.43","8251239150388.68","8797272293137.63","9734762515035.36","9632565688704.7","9822511445771.43","10269012783605.4","10909467775320","11152836874146.8","10827628423596.8","10730677136637.1","10829816673436.5","10496071235065.4","10449826199875.5","11854641056715","14470394761011.2","16825784936370.4","18267699102411","19855642998123.9","21715017352827.4","21613263640316.5","21912612661930.4","22399813939092.8","22754476337318.5","23487413135935.8","23642699841965.8","22474381955820.3","21388169336514.9","21012798798373.2","22549816032164.7","23488296405483.5","22315678390727.2","24873105222628.3","26511255931778.7","27191665209961.5","27664411073920.5",
"Ecuador","ECU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","1828160300.18304","1749123610.2873","1944552714.40286","2262321383.77868","2419902850.4417","2583204385.26628","2673950741.89146","2952247287.52128","3132278624.55206","3192851002.24368","3268069482.88881","3961307950.00167","5613336736.55946","7646360773.792","9229581029.86632","10026225978.8819","11767347242.6478","14139584604.0624","16850553176.5129","20157984085.5252","20139154052.2919","18198622568.1541","16743553333.0424","16511920075.3233","16423526915.6831","15597350545.7836","14697799743.8835","13629080201.4057","14025768045.5933","15529357586.5885","17135231535.6521","18262966004.1794","20372379637.8831","22580889649.5953","24339953435.8364","26063045899.1883","26353511395.3996","22149889052.4233","19065970014.8224","19219108439.0179","21688527879.1788","26883755268.6748","32741524214.1421","38104280065.9941","42233273976.5485","45936131766.5944","55011278678.4719","58806898660.2669","64709460524.5003","73112463901.6115","82886902523.0424","93008482918.4564","99209162263.4927","97078893908.5791","94956077961.139","99440973511.4337","104357048866.065","105770793676.932","94880661669.999","107786224707.568","116763896937.257","118413969707.068","116591070593.395",
"Egypt, Arab Rep.","EGY","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","5004759684.00447","5341908974.66172","5534350991.49326","5771048919.08796","6432952423.74715","7452902779.91425","8397497876.91153","9533946247.45341","10781692491.8811","11275493940.2908","12655820123.7487","13695012143.7528","15026995974.7675","15944121321.1632","17651029037.6437","21064278224.4808","23032587142.4895","25258546569.3612","26289052557.9437","30715860546.2036","33693330948.4054","37651397711.8385","45293783683.2341","44764587268.2127","42825454815.0379","42420796569.1375","42843318976.3205","44228056329.0707","45241295296.0359","50271041898.3077","57511719356.4251","64873021590.4383","73071402512.1497","79937842215.9659","88414978342.5636","97432762038.1701","100570319789.191","94941797648.0282","90657199754.9056","88795737076.0662","91831291481.5051","101609601968.83","120001855018.809","146881389360.451","172128963791.981","196291853710.747","216784268951.731","245180041723.53","267961113983.751","292268185050.151","309136456237.733","325198707867.36","299135901450.098","285957177201.479","284476644960.666","323679040655.723","384943833463.599","455137361816.393","439250522294.35","408684228938.659",
"Euro area","EMU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","300748069031.388","330442247271.768","366351726106.141","405725302447.491","443850022577.8","475864460487.69","521575935289.538","578392696933.827","640021721741.571","712611483720.488","840192015591.379","1085289986469.78","1353501579810.75","1569993628581.77","1671897642067.42","1802637178557.88","2056524129138.41","2562097758025.23","3087681664344.51","3068814267656.53","2786619923342.61","2489186300926.85","2424337751400.12","2431422330552.3","2813143915850.05","3604406011773.86","4701589967083.28","5063602674338.33","5483314223902.13","5898701989638.46","6650400029789.96","6584114145062.54","6778722430248.22","7164278787974.25","7589664366031.98","7603370039179.47","7285743351839.22","7177921691053.78","7139950720310.85","6877595891595.7","6748898321325.13","7651382648372.15","9354331629252.12","10780594914642.6","11539965117645","12329656304343.4","13348705739789","13449121238652.8","13544176024493.4","13697711310111.6","13348447451718.5","13472688335287.6","13498334712649.6","12955018894687.9","12533928818831.7","12371925380792.8","13453900334010.3","13978327076403.6","13266835617538.9","14730982055153.6","15517682566699.6","15610678709892.3","15642454184787.5",
"Eritrea","ERI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600670889.464264","600478396.199996","653043067.39474","708238130.917129","723778073.620098","704154667.428022","696070945.451352","742638747.0778","749384418.130046","778773282.993463","922193277.439561","1100996643.7574","1183884132.85207","1244705708.60444","1252035687.16266","1501264214.29944","1632264941.84235","1940938992.48915","","","","","","","","","","","","","",
"Spain","ESP","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","16019684998.2675","18474910583.3944","20722389452.1163","23941323482.5531","27774616129.4508","31244153221.7773","34343832436.7181","38004610468.0521","40251516530.9915","45162875256.358","55008568077.1219","72897138372.6499","96603885683.3443","115900783580.729","123952250463.005","132891220877.001","148747500930.2","186060414245.656","232721267421.964","238129250444.695","215570891825.439","185179254472.36","175421063143.437","175062211836.672","208248199271.928","274706972562.185","364567955424.171","415172382488.561","473966105689.413","533221682496.145","610602776388.11","590336292850.252","571855346544.493","588369825990.517","619965702302.799","632590446678.212","620004405688.134","624034831776.432","639655213503.294","634275541389.647","647460518512.85","762638162601.451","950278209045.671","1131128075167.39","1236795501363.28","1347016310565.15","1483093778080.86","1512810295998.49","1493424857910.46","1457124652572.19","1389510667500.68","1369932590997.42","1363517940838.64","1332140437760.83","1289771494424.84","1270878045676.5","1381266801787.04","1439902451482.47","1298163119785.96","1441412052672.53","1558498027051.31","1592670274925.59","1630801971423.83",
"Estonia","EST","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4345458919.79202","4774803844.14625","5095442624.93481","5298222896.36504","5336659245.57388","5820015908.14","5982069761.65124","6369677287.3004","7861046141.62513","10218952012.2207","13177851265.8082","15485433252.9636","18001684999.1343","20315124579.6837","19438615156.619","19416412638.4053","21104437277.145","22365620551.9049","24206771095.212","25250411555.775","24859266368.2025","24526402554.4203","25209563359.0206","28550068929.0152","31166634892.3914","31355064508.8009","35050269096.8606","37295676711.5892","37795862385.133","39369580045.8838",
"Ethiopia","ETH","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","1852937436.69305","1953015098.98041","2130787705.48455","2363529986.13935","2503347474.32724","2671027109.05407","2796043421.03044","3025987931.54154","3342579614.73641","3663141258.89922","4243248801.73595","4950461381.76327","5300008122.41683","5250305100.72442","5515407522.8573","6169397623.71655","6887490298.85079","7865270906.82226","8264896262.8931","7971340911.8456","8381601413.52593","8222546680.72083","8039317846.8202","9835804037.47342","12458749768.864","12498115957.8443","12130828339.6335","12602805977.4751","12577894685.0364","11734684423.6262","11688102726.4278","9327938063.41014","8569761924.52184","8927796434.33924","8970632871.74831","8170523410.44327","8204966399.94074","8418570725.50227","8633863913.09917","8244541288.29291","8231634992.17292","10032643822.7899","12291510934.1238","14407106797.3316","17783871681.3498","23011340074.888","28930389370.8786","33247716569.7411","35237153539.824","38143234738.8907","44574882635.8404","53613585572.2172","60070106909.3207","68942770686.9146","78378671040.5585","86862243361.6444","94972285689.0714","102643482805.421","113576207551.681","126125706369.814","","",
"European Union","EUU","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","338372648525.248","371225094664.82","411947284653.084","455925548547.756","498623488577.436","535788694183.858","587228786932.516","650599216857.832","719206291287.193","799065550058.121","940183478621.182","1212144629632.94","1509074680330.15","1753572837302.48","1868668696839.63","2014114646545.2","2294859832490.96","2849865236380.04","3423012945503.69","3402468227451.01","3090152343941.46","2757593842863.29","2684482427218.47","2692711763091.58","3117284134327.19","3987884607923.68","5179325454838.28","5568874552999.88","6015572915307.6","6449803233779.49","7257088750784.25","7183327629006.42","7409322259905.21","7853421115250.41","8348301533090.26","8388833827451.31","8064063814402.03","7961039111901.99","7938239435004.42","7658190988826.85","7541530594882.15","8559336062299.19","10461674341555.7","12087016172821.8","12992434991345","13944841553550.7","15200020336216.6","15314797811512.6","15443983613705.9","15642059227437.4","15330960853988.2","15507691218203.2","15551788647055.4","14939039188115.5","14439333527546.4","14283844094403.4","15564124427310","16227019962064.6","15493414682443.8","17207960514506.2","18163349167988.9","18337322139757.9","18442551094077.4",
"Fragile and conflict affected situations","FCS","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1244453211850.66","1344561951557.03","1486274978750.01","1528004535218.3","1748718813828.07","1852277220353.92","1938562131648.69","1744686322548.91","1620967146710.75","1550544755786.07","1641473550744.14","1771303649589.2","1707770594415.89","1782882023688.42","1873843585327.42","1917006425475.44","1834884217715.3",
"Finland","FIN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","6166011016.59256","6659535607.88396","7377415818.7366","8275717549.43325","9012167271.55538","9488694557.1697","9646755513.00775","10474257505.0013","11594323935.4193","12537768455.6619","14694495403.3685","18776150176.0827","24055688164.8339","29736316205.78","32268886051.5537","34019241348.1027","37547284310.7899","45389725567.5985","54647557056.9688","57450338976.7844","56396435362.6176","52564999729.6778","52629806950.0959","54499405427.5788","63932998918.5942","81169798656.6329","106430925097.591","119568496433.427","129537242306.484","125692350632.322","121756475591.929","104672452473.237","102548407351.666","112399971464.913","127825914606.547","137054347787.359","132996709221.754","134504125641.808","137016252342.16","134081284418.763","133210625675.272","150084874163.993","184931633021.727","211033739388.327","225554346559.848","244282971408.203","266528481360.867","261335376690.658","266813919838.955","270474741560.286","264290343158.252","268617883537.055","268745766829.711","256771981905.124","248142777648.351","245208808700.512","264171112715.472","273835394505.886","274432363970.106","292594560812.031","300681438877.661","296630943230.469","291527846192.007",
"Fiji","FJI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","118865283.531103","125007821.935104","135673486.246126","135618288.898525","145203293.539608","166346894.700508","174028044.775738","177185059.330451","207221440.472268","235244741.681267","287569493.694781","397089695.573892","527327037.160723","644318660.574658","719563763.984043","775843725.612459","831466038.34565","1029995359.72529","1185080020.31193","1325946881.70048","1202889040.25742","1085924754.88043","1164470863.91583","1127299018.87676","1284850828.99045","1279269235.80313","1293591029.88006","1295237863.28228","1306438502.07276","1315215684.07326","1482937759.22875","1578385896.72437","1708338551.07856","1906416178.83717","2090306760.69936","2047355862.94752","1834807611.63465","1894424514.9829","1807689111.76739","1737732961.41278","1760313111.57187","1967272473.84907","2467124173.0519","2931305461.00176","2975240277.50409","3170297133.15803","3368733056.29126","3288010277.7481","3139072720.93724","3260614137.2214","3579354242.10226","4082627791.70087","4349731978.56141","4432045850.24008","4605397527.10776","4708581125.07531","5219764211.21776","5137706358.43726","4283252003.41697","4147002422.458","5003514000.17999","5249619850.04953","5271446724.9965",
"France","FRA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","73896145195.3904","81899568645.3129","91391734573.3892","100635333404.637","110112819243.893","119082848072.38","129855897098.751","144111622334.151","155985838013.52","168896254490.934","191939759363.024","247448528350.003","308452528159.309","359805468610.643","383201408086.14","421124906223.13","478310034225.625","589239793777.158","715744350626.116","725057419471.246","664219779446.136","579272822302.093","547666724530.248","547807407824.688","639362774146.046","821612555654.315","1059783778313.76","1121737649291.85","1192373476963.84","1245700800209.32","1392228837359.3","1386559345337.55","1438998570392.89","1527648756220.87","1614462631451.39","1612254758257.4","1549420994268.12","1533046094476.43","1519857751233.83","1460230067965.32","1424221840461.38","1612560731121.98","1965548090458.77","2266516535291.5","2412273503957.15","2573246670933.47","2805461151296.3","2853200917107.15","2863513128540.39","2914604369804.82","2856137085273.23","2900696875180.13","2882320299653.07","2737428383785.61","2603823276261.62","2551002342698.61","2751033040382.7","2878835252263.54","2683183288339.89","3005629537434.2","3124990652310.46","3103140976896.73","3095690083211.3",
"Faroe Islands","FRO","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2386809729.78178","2593259031.81476","2728453113.03625","2871963320.52462","2926732646.42787","2820189340.19867","2839719051.60036","2906518650.2387","3207911862.64361","3418939721.20908","3374897848.46634","3733012082.57595","3902112747.15023","3930752744.69086","",
"Micronesia, Fed. Sts.","FSM","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","25393651.0592948","38778352.7561926","51758150.9550687","54988700.226514","54207643.0865776","53582776.9397793","58688170.7879598","65726208.2913043","69294356.2645597","81730511.0951186","81652426.5295215","83601738.3322564","83836493.1995689","102667995.174185","126928277.148017","139746423.429106","156758410.718492","157860758.717361","171388820.775175","187772005.281723","198853131.80007","220592345.844274","225447824.882724","236899381.968691","231704122.350467","209061409.247976","210483831.395861","221056263.407069","237473482.478922","242232533.057874","242857470.096906","254239627.076306","260265322.621529","271266869.018747","269741306.916626","268923341.241406","268472884.374966","290074870.63582","298659115.929164","317802578.026133","329647093.53409","336936598.445383","338033794.904605","380262430.960663","373577617.354728","375173756.052654","371812509.84543","447117545.282086","442904544.004372","450768419.721466","454198500.434409","465645242.119172","481159851.25395",
